,n,BF,posteriorMedian,95% CRI,meanHC,sdHC,meanPD,sdPD
0,11,1.2244502123559273,0.4572878959842648,"[0.03, 1.16]",121.78409436363637,34.70136377661871,102.9659090909091,29.00051725773101
